AssemblyAccession	Taxid	LastMajorReleaseAccession	AssemblyName	Organism	SpeciesTaxid	SpeciesName	Synonym	superkingdom	phylum	class	order	family	genus	species
GCF_002370355.1	1423833	GCF_002370355.1	ASM237035v1	Lactobacillus sakei subsp. sakei DSM 20017 = JCM 1157 (firmicutes)	1599	Lactobacillus sakei	GCA_002370355.1GCF_002370355.1identical	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sakei
GCF_000590795.1	1423891	GCF_000590795.1	ASM59079v1	Brucella ceti TE10759-12 (a-proteobacteria)	120577	Brucella ceti	GCA_000590795.1GCF_000590795.1identical	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella ceti
GCF_000508225.1	1423892	GCF_000508225.1	ASM50822v1	Ehrlichia muris AS145 (a-proteobacteria)	35795	Ehrlichia muris	GCA_000508225.1GCF_000508225.1identical	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Ehrlichia	Ehrlichia muris
GCF_001750685.1	1424294	GCF_001750685.1	ASM175068v1	Geosporobacter ferrireducens (firmicutes)	1424294	Geosporobacter ferrireducens	GCA_001750685.1GCF_001750685.1identical	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Geosporobacter	Geosporobacter ferrireducens
GCF_005083985.2	1424653	GCF_005083985.2	ASM508398v2	Cetia pacifica (e-proteobacteria)	1424653	Cetia pacifica	GCA_005083985.2GCF_005083985.2identical	Bacteria	Proteobacteria	Epsilonproteobacteria	Nautiliales	Nautiliaceae	Cetia	Cetia pacifica
GCF_001700985.1	1426	GCF_001700985.1	ASM170098v1	Parageobacillus thermoglucosidasius (firmicutes)	1426	Parageobacillus thermoglucosidasius	GCA_001700985.1GCF_001700985.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Parageobacillus	Parageobacillus thermoglucosidasius
GCF_001902495.1	1426	GCF_001902495.1	ASM190249v1	Parageobacillus thermoglucosidasius (firmicutes)	1426	Parageobacillus thermoglucosidasius	GCA_001902495.1GCF_001902495.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Parageobacillus	Parageobacillus thermoglucosidasius
GCF_001295365.1	1426	GCF_001295365.1	ASM129536v1	Parageobacillus thermoglucosidasius (firmicutes)	1426	Parageobacillus thermoglucosidasius	GCA_001295365.1GCF_001295365.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Parageobacillus	Parageobacillus thermoglucosidasius
GCF_003383595.3	142649	GCF_003383595.3	ASM338359v3	Mycoplasma phocicerebrale (mycoplasmas)	142649	Mycoplasma phocicerebrale	GCA_003383595.3GCF_003383595.3identical	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma phocicerebrale
GCF_004216495.1	142650	GCF_004216495.1	ASM421649v1	Mycoplasma phocirhinis (mycoplasmas)	142650	Mycoplasma phocirhinis	GCA_004216495.1GCF_004216495.1identical	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma phocirhinis
GCF_003332325.1	142651	GCF_003332325.1	ASM333232v1	Mycoplasma phocidae (mycoplasmas)	142651	Mycoplasma phocidae	GCA_003332325.1GCF_003332325.1identical	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma phocidae
GCF_000828955.1	1426844	GCF_000828955.1	ASM82895v1	Helicobacter pylori NY40 (e-proteobacteria)	210	Helicobacter pylori	GCA_000828955.1GCF_000828955.1identical	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori
GCF_000510305.1	1427342	GCF_000510305.1	ASM51030v1	Pseudomonas aeruginosa SCV20265 (g-proteobacteria)	287	Pseudomonas aeruginosa	GCA_000510305.1GCF_000510305.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
GCF_000816045.1	1427366	GCF_000816045.1	ASM81604v1	Dickeya zeae EC1 (enterobacteria)	204042	Dickeya zeae	GCA_000816045.1GCF_000816045.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Dickeya	Dickeya zeae
GCF_000782855.1	1427374	GCF_000782855.1	ASM78285v1	Streptococcus agalactiae CNCTC 10/84 (firmicutes)	1311	Streptococcus agalactiae	GCA_000782855.1GCF_000782855.1identical	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae
GCF_000786505.1	1427516	GCF_000786505.1	MT49-02	Mycobacterium tuberculosis 49-02 (high GC Gram+)	1773	Mycobacterium tuberculosis	GCA_000786505.1GCF_000786505.1identical	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis
GCF_000582535.1	1427984	GCF_000582535.1	ASM58253v1	Candidatus Hepatoplasma crinochetorum Av (mycoplasmas)	295596	Candidatus Hepatoplasma crinochetorum	GCA_000582535.1GCF_000582535.1identical	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Candidatus Hepatoplasma	Candidatus Hepatoplasma crinochetorum
GCF_002222555.1	1428	GCF_002222555.1	ASM222255v1	Bacillus thuringiensis (firmicutes)	1428	Bacillus thuringiensis	GCA_002222555.1GCF_002222555.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
GCF_001595725.1	1428	GCF_001595725.1	ASM159572v1	Bacillus thuringiensis (firmicutes)	1428	Bacillus thuringiensis	GCA_001595725.1GCF_001595725.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
GCF_006151925.1	1428	GCF_006151925.1	ASM615192v1	Bacillus thuringiensis (firmicutes)	1428	Bacillus thuringiensis	GCA_006151925.1GCF_006151925.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
GCF_001685565.1	1428	GCF_001685565.1	ASM168556v1	Bacillus thuringiensis (firmicutes)	1428	Bacillus thuringiensis	GCA_001685565.1GCF_001685565.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
GCF_002025105.1	1428	GCF_002025105.1	ASM202510v1	Bacillus thuringiensis (firmicutes)	1428	Bacillus thuringiensis	GCA_002025105.1GCF_002025105.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
GCF_000832825.1	1428	GCF_000832825.1	ASM83282v1	Bacillus thuringiensis (firmicutes)	1428	Bacillus thuringiensis	GCA_000832825.1GCF_000832825.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
GCF_002192515.1	1428	GCF_002192515.1	ASM219251v1	Bacillus thuringiensis (firmicutes)	1428	Bacillus thuringiensis	GCA_002192515.1GCF_002192515.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
GCF_000832925.1	1428	GCF_000832925.1	ASM83292v1	Bacillus thuringiensis (firmicutes)	1428	Bacillus thuringiensis	GCA_000832925.1GCF_000832925.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
GCF_001420855.1	1428	GCF_001420855.1	ASM142085v1	Bacillus thuringiensis (firmicutes)	1428	Bacillus thuringiensis	GCA_001420855.1GCF_001420855.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
GCF_003991175.1	1428	GCF_003991175.1	ASM399117v1	Bacillus thuringiensis (firmicutes)	1428	Bacillus thuringiensis	GCA_003991175.1GCF_003991175.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
GCF_003626955.1	1428	GCF_003626955.1	ASM362695v1	Bacillus thuringiensis (firmicutes)	1428	Bacillus thuringiensis	GCA_003626955.1GCF_003626955.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
GCF_005155285.1	1428	GCF_005155285.1	ASM515528v1	Bacillus thuringiensis (firmicutes)	1428	Bacillus thuringiensis	GCA_005155285.1GCF_005155285.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
GCF_001017635.1	1428	GCF_001017635.1	ASM101763v1	Bacillus thuringiensis (firmicutes)	1428	Bacillus thuringiensis	GCA_001017635.1GCF_001017635.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
GCF_001455345.1	1428	GCF_001455345.1	ASM145534v1	Bacillus thuringiensis (firmicutes)	1428	Bacillus thuringiensis	GCA_001455345.1GCF_001455345.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
GCF_000832485.1	1428	GCF_000832485.1	ASM83248v1	Bacillus thuringiensis (firmicutes)	1428	Bacillus thuringiensis	GCA_000832485.1GCF_000832485.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
GCF_001618665.1	1428	GCF_001618665.1	ASM161866v1	Bacillus thuringiensis (firmicutes)	1428	Bacillus thuringiensis	GCA_001618665.1GCF_001618665.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
GCF_001182785.1	1428	GCF_001182785.1	ASM118278v1	Bacillus thuringiensis (firmicutes)	1428	Bacillus thuringiensis	GCA_001182785.1GCF_001182785.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
GCF_001598095.1	1428	GCF_001598095.1	ASM159809v1	Bacillus thuringiensis (firmicutes)	1428	Bacillus thuringiensis	GCA_001598095.1GCF_001598095.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
GCF_002119445.1	1428	GCF_002119445.1	ASM211944v1	Bacillus thuringiensis (firmicutes)	1428	Bacillus thuringiensis	GCA_002119445.1GCF_002119445.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
GCF_002184245.1	1428	GCF_002184245.1	ASM218424v1	Bacillus thuringiensis (firmicutes)	1428	Bacillus thuringiensis	GCA_002184245.1GCF_002184245.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
GCF_002173755.1	1428	GCF_002173755.1	ASM217375v1	Bacillus thuringiensis (firmicutes)	1428	Bacillus thuringiensis	GCA_002173755.1GCF_002173755.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
GCF_000833085.1	1428	GCF_000833085.1	ASM83308v1	Bacillus thuringiensis (firmicutes)	1428	Bacillus thuringiensis	GCA_000833085.1GCF_000833085.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
GCF_001692675.1	1428	GCF_001692675.1	ASM169267v1	Bacillus thuringiensis (firmicutes)	1428	Bacillus thuringiensis	GCA_001692675.1GCF_001692675.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
GCF_000506785.4	1428454	GCF_000506785.4	ASM50678v4	Clostridium beijerinckii NRRL B-598 (firmicutes)	1520	Clostridium beijerinckii	GCA_000506785.4GCF_000506785.4identical	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium beijerinckii
GCF_000568495.1	1429044	GCF_000568495.1	ASM56849v1	Vibrio parahaemolyticus UCM-V493 (g-proteobacteria)	670	Vibrio parahaemolyticus	GCA_000568495.1GCF_000568495.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio parahaemolyticus
GCF_000507205.3	1429244	GCF_000507205.2	ASM50720v2	Paenibacillus polymyxa CR1 (firmicutes)	1406	Paenibacillus polymyxa	GCA_000507205.2GCF_000507205.3identical	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus polymyxa
GCF_001879565.1	1429399	GCF_001879565.1	ASM187956v1	Ralstonia solanacearum OE1-1 (b-proteobacteria)	305	Ralstonia solanacearum	GCA_001879565.1GCF_001879565.1identical	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum
GCF_003445395.1	1430	GCF_003445395.1	ASM344539v1	Bacillus thuringiensis serovar israelensis (firmicutes)	1428	Bacillus thuringiensis	GCA_003445395.1GCF_003445395.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
GCF_000513295.1	1430440	GCF_000513295.1	MGMSRv2	Magnetospirillum gryphiswaldense MSR-1 v2 (a-proteobacteria)	55518	Magnetospirillum gryphiswaldense	GCA_000513295.1GCF_000513295.1identical	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Magnetospirillum	Magnetospirillum gryphiswaldense
GCF_001991095.1	1431450	GCF_001991095.1	ASM199109v1	Helicobacter pylori PMSS1 (e-proteobacteria)	210	Helicobacter pylori	GCA_001991095.1GCF_001991095.1identical	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori
GCF_001941445.1	1431546	GCF_001941445.1	ASM194144v1	Corynebacterium aquilae DSM 44791 (high GC Gram+)	203263	Corynebacterium aquilae	GCA_001941445.1GCF_001941445.1identical	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium aquilae
GCF_000507225.1	1431547	GCF_000507225.1	ASM50722v1	Chlamydia trachomatis C/TW-3 (chlamydias)	813	Chlamydia trachomatis	GCA_000507225.1GCF_000507225.1identical	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia trachomatis
GCF_000816125.1	1432049	GCF_000816125.1	ASM81612v1	Rhizobium etli bv. phaseoli str. IE4803 (a-proteobacteria)	29449	Rhizobium etli	GCA_000816125.1GCF_000816125.1identical	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium etli
GCF_000521605.1	1432056	GCF_000521605.1	ASM52160v1	Mannheimia sp. USDA-ARS-USMARC-1261 (g-proteobacteria)	1432056	Mannheimia sp. USDA-ARS-USMARC-1261	GCA_000521605.1GCF_000521605.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Mannheimia	Mannheimia sp. USDA-ARS-USMARC-1261
GCF_000830925.1	1432059	GCF_000830925.1	ASM83092v1	Dehalococcoides mccartyi CG1 (GNS bacteria)	61435	Dehalococcoides mccartyi	GCA_000830925.1GCF_000830925.1identical	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	Dehalococcoides mccartyi
GCF_000830905.1	1432060	GCF_000830905.1	ASM83090v1	Dehalococcoides mccartyi CG4 (GNS bacteria)	61435	Dehalococcoides mccartyi	GCA_000830905.1GCF_000830905.1identical	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	Dehalococcoides mccartyi
GCF_000830885.1	1432061	GCF_000830885.1	ASM83088v1	Dehalococcoides mccartyi CG5 (GNS bacteria)	61435	Dehalococcoides mccartyi	GCA_000830885.1GCF_000830885.1identical	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	Dehalococcoides mccartyi
GCF_002741865.1	143221	GCF_002741865.1	ASM274186v1	Salmonella enterica subsp. enterica serovar Tennessee (enterobacteria)	28901	Salmonella enterica	GCA_002741865.1GCF_002741865.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_003031855.1	143221	GCF_003031855.1	ASM303185v1	Salmonella enterica subsp. enterica serovar Tennessee (enterobacteria)	28901	Salmonella enterica	GCA_003031855.1GCF_003031855.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_002741905.1	143221	GCF_002741905.1	ASM274190v1	Salmonella enterica subsp. enterica serovar Tennessee (enterobacteria)	28901	Salmonella enterica	GCA_002741905.1GCF_002741905.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_003031875.1	143221	GCF_003031875.1	ASM303187v1	Salmonella enterica subsp. enterica serovar Tennessee (enterobacteria)	28901	Salmonella enterica	GCA_003031875.1GCF_003031875.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_003710185.1	143221	GCF_003710185.1	ASM371018v1	Salmonella enterica subsp. enterica serovar Tennessee (enterobacteria)	28901	Salmonella enterica	GCA_003710185.1GCF_003710185.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_001535315.2	143221	GCF_001535315.2	ASM153531v2	Salmonella enterica subsp. enterica serovar Tennessee (enterobacteria)	28901	Salmonella enterica	GCA_001535315.2GCF_001535315.2identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000524575.1	1432652	GCF_000524575.1	ASM52457v1	Francisella tularensis subsp. holarctica PHIT-FT049 (g-proteobacteria)	263	Francisella tularensis	GCA_000524575.1GCF_000524575.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella tularensis
GCF_003584645.1	1432792	GCF_003584645.1	ASM358464v1	Methylocaldum marinum (g-proteobacteria)	1432792	Methylocaldum marinum	GCA_003584645.1GCF_003584645.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylocaldum	Methylocaldum marinum
GCF_000723505.1	1433126	GCF_000723505.1	Mucivorans_M3_Nelson-Bomar-Fixed	Mucinivorans hirudinis (CFB group bacteria)	1433126	Mucinivorans hirudinis	GCA_000723505.1GCF_000723505.1identical	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Mucinivorans	Mucinivorans hirudinis
GCF_001318185.1	1433144	GCF_001318185.1	ASM131818v1	Vibrio cholerae O1 str. KW3 (g-proteobacteria)	666	Vibrio cholerae	GCA_001318185.1GCF_001318185.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cholerae
GCF_000521655.1	1433287	GCF_000521655.1	ASM52165v1	Mannheimia varigena USDA-ARS-USMARC-1296 (g-proteobacteria)	85404	Mannheimia varigena	GCA_000521655.1GCF_000521655.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Mannheimia	Mannheimia varigena
GCF_003627155.1	1433513	GCF_003627155.1	ASM362715v1	Streptococcus sp. ChDC B345 (firmicutes)	1433513	Streptococcus sp. ChDC B345	GCA_003627155.1GCF_003627155.1identical	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp. ChDC B345
GCF_003732505.1	143387	GCF_003732505.1	ASM373250v1	Fusobacterium necrophorum subsp. funduliforme (fusobacteria)	859	Fusobacterium necrophorum	GCA_003732505.1GCF_003732505.1identical	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium necrophorum
GCF_003019715.1	143387	GCF_003019715.1	ASM301971v1	Fusobacterium necrophorum subsp. funduliforme (fusobacteria)	859	Fusobacterium necrophorum	GCA_003019715.1GCF_003019715.1identical	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium necrophorum
GCF_003732525.1	143387	GCF_003732525.1	ASM373252v1	Fusobacterium necrophorum subsp. funduliforme (fusobacteria)	859	Fusobacterium necrophorum	GCA_003732525.1GCF_003732525.1identical	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium necrophorum
GCF_004006635.1	143388	GCF_004006635.1	ASM400663v1	Fusobacterium necrophorum subsp. necrophorum (fusobacteria)	859	Fusobacterium necrophorum	GCA_004006635.1GCF_004006635.1identical	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium necrophorum
GCF_004000605.1	1434191	GCF_004000605.1	ASM400060v1	Glycocaulis alkaliphilus (a-proteobacteria)	1434191	Glycocaulis alkaliphilus	GCA_004000605.1GCF_004000605.1identical	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Glycocaulis	Glycocaulis alkaliphilus
GCF_000521695.1	1434214	GCF_000521695.1	ASM52169v1	Mannheimia varigena USDA-ARS-USMARC-1312 (g-proteobacteria)	85404	Mannheimia varigena	GCA_000521695.1GCF_000521695.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Mannheimia	Mannheimia varigena
GCF_000521685.1	1434215	GCF_000521685.1	ASM52168v1	Mannheimia varigena USDA-ARS-USMARC-1388 (g-proteobacteria)	85404	Mannheimia varigena	GCA_000521685.1GCF_000521685.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Mannheimia	Mannheimia varigena
GCF_000963515.1	1434306	GCF_000963515.1	ASM96351v1	Streptomyces albulus ZPM (high GC Gram+)	68570	Streptomyces albulus	GCA_000963515.1GCF_000963515.1identical	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albulus
GCF_001593785.1	1434324	GCF_001593785.1	ASM159378v1	Bacillus amyloliquefaciens UMAF6614 (firmicutes)	1390	Bacillus amyloliquefaciens	GCA_001593785.1GCF_001593785.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus amyloliquefaciens
GCF_000830945.1	1434770	GCF_000830945.1	ASM83094v1	Chlamydia muridarum str. Nigg3 CMUT3-5 (agent of mouse pneumonitis)	83560	Chlamydia muridarum	GCA_000830945.1GCF_000830945.1identical	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia muridarum
GCF_000830965.1	1434773	GCF_000830965.1	ASM83096v1	Chlamydia muridarum str. Nigg CM972 (agent of mouse pneumonitis)	83560	Chlamydia muridarum	GCA_000830965.1GCF_000830965.1identical	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia muridarum
GCF_000510285.1	1435044	GCF_000510285.1	ASM51028v1	Pseudomonas monteilii SB3078 (g-proteobacteria)	76759	Pseudomonas monteilii	GCA_000510285.1GCF_000510285.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas monteilii
GCF_000512145.1	1435045	GCF_000512145.1	ASM51214v2	Borrelia parkeri HR1 (spirochetes)	141	Borrelia parkeri	GCA_000512145.2GCF_000512145.1identical	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia parkeri
GCF_001021855.1	1435046	GCF_001021855.1	ASM102185v1	Shigella flexneri G1663 (enterobacteria)	623	Shigella flexneri	GCA_001021855.1GCF_001021855.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	Shigella flexneri
GCF_000816065.1	1435056	GCF_000816065.1	ASM81606v1	Trueperella pyogenes TP8 (high GC Gram+)	1661	Trueperella pyogenes	GCA_000816065.1GCF_000816065.1identical	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Trueperella	Trueperella pyogenes
